dates,campaign_id,campaign_name,campaign_start_date,creative_name,ad_id,total_spent,impressions,clicks,click_through_rate,leads,platform,ad_set_name,ad_set_id,is_total_spent_outlier,is_impressions_outlier,is_clicks_outlier,is_leads_outlier,cpl,cpc,day_of_week,month,conversion_rate,campaign_duration_days,platform_month
2024-12-05,120214004940180494,mba_tech_c2_lead_gen-1_021124,2024-11-04,1.2_Cr_Static_021124,120214005200610494,3179.51,64237.0,160.0,0.00499712,8.0,facebook,Prod+ana+fin_Top_token_cities_021124,1.2021400494022048e+17,True,True,True,False,397.43875,19.8719375,Thursday,December,0.05,31,facebook_december
2024-12-05,120214056043090494,mbatech_program_lead-gen-3_fintech&cyber_041124,2024-11-05,India's_First_Tech_MBA_Static_021124,120214056043130494,1648.83,36327.0,164.0,0.0056707132,5.0,facebook,Fintech+CS All India Ad set-041124,1.2021405604306048e+17,False,True,True,False,329.76599999999996,10.053841463414633,Thursday,December,0.03048780487804878,30,facebook_december
2024-12-05,120214569342010494,mba_tech_c2_lead_gen-6_6pm-12am-251124,2024-11-25,India's_First_Tech_MBA_Static_021124,120214569342030494,1669.19,39623.0,114.0,0.0049970976,11.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_251124,1.2021456934204048e+17,False,True,False,True,151.74454545454546,14.64201754385965,Thursday,December,0.09649122807017543,10,facebook_december
2024-12-05,120214395107920494,mba_tech_c2_lead_gen-5_191124,2024-11-19,Regula_VS_Tech_Static_191124,120214395117970494,519.6,8105.0,21.0,0.0045650833,2.0,facebook,IIM_Interest_191124,1.2021439511348048e+17,False,False,False,False,259.8,24.742857142857144,Thursday,December,0.09523809523809523,16,facebook_december
2024-12-05,120214395107920494,mba_tech_c2_lead_gen-5_191124,2024-11-19,India's_First_Tech_MBA_Static_021124,120214397114260494,992.54,16312.0,59.0,0.0060691515,6.0,facebook,IIM_Interest_191124,1.2021439511348048e+17,False,False,False,False,165.42333333333332,16.82271186440678,Thursday,December,0.1016949152542373,16,facebook_december
2024-12-05,120214395107920494,mba_tech_c2_lead_gen-5_191124,2024-11-19,1.2_Cr_Static_021124,120214397143800494,391.94,5267.0,13.0,0.0074045946,2.0,facebook,IIM_Interest_191124,1.2021439511348048e+17,False,False,False,False,195.97,30.14923076923077,Thursday,December,0.15384615384615385,16,facebook_december
2025-01-08,120214056043090494,mbatech_program_lead-gen-3_fintech&cyber_041124,2024-11-05,MBA_CAT_Static-4_201224,120215291159500494,53.81,1261.0,2.0,0.0063441713,1.0,facebook,Fintech+CS All India Ad set-041124,1.2021405604306048e+17,False,False,False,False,53.81,26.905,Wednesday,January,0.5,64,facebook_january
2024-12-05,120214278850260494,mba_tech_c2_lead_gen-4_141124,2024-11-14,1.2_Cr_Static_021124,120214279274490494,1970.74,33449.0,104.0,0.0054411193,13.0,facebook,Lookalike_Hot_Warm_Token_141124,1.2021427885079048e+17,False,True,False,True,151.5953846153846,18.949423076923075,Thursday,December,0.125,21,facebook_december
2024-12-05,120214215049200494,mba_tech_c2_wc-1_111124,2024-11-12,1.2_Cr_Static_021124,120214215049410494,1742.54,1582.0,182.0,0.1074589128,5.0,facebook,Open_Targetting,1.2021421504932048e+17,False,False,True,False,348.508,9.574395604395605,Thursday,December,0.027472527472527472,23,facebook_december
2025-01-08,120214278850260494,mba_tech_c2_lead_gen-4_141124,2024-11-14,MBA_CAT_Static-2_201224,120215293194320494,860.53,12310.0,32.0,0.0036555646000000002,3.0,facebook,Lookalike_Hot_Warm_Token_141124,1.2021427885079048e+17,False,False,False,False,286.8433333333333,26.8915625,Wednesday,January,0.09375,55,facebook_january
2024-12-05,120214056043090494,mbatech_program_lead-gen-3_fintech&cyber_041124,2024-11-05,1.2_Cr_Static_021124,120214056043140494,3677.29,80347.0,177.0,0.0033479780999999998,11.0,facebook,Fintech+CS All India Ad set-041124,1.2021405604306048e+17,True,True,True,True,334.2990909090909,20.775649717514124,Thursday,December,0.062146892655367235,30,facebook_december
2024-12-05,120214004940180494,mba_tech_c2_lead_gen-1_021124,2024-11-04,Drive_Innovation_Static_021124,120214005189310494,639.66,12631.0,38.0,0.0046710474,4.0,facebook,Prod+ana+fin_Top_token_cities_021124,1.2021400494022048e+17,False,False,False,False,159.915,16.833157894736843,Thursday,December,0.10526315789473684,31,facebook_december
2024-12-05,120214056043090494,mbatech_program_lead-gen-3_fintech&cyber_041124,2024-11-05,India's_First_Tech_MBA_Static_021124,120214056043070494,2147.32,42027.0,206.0,0.0059009684,5.0,facebook,Fintech+CS Tier1 Ad set-041124,1.2021405604311048e+17,True,True,True,False,429.46400000000006,10.423883495145631,Thursday,December,0.024271844660194174,30,facebook_december
2024-12-05,120214056043090494,mbatech_program_lead-gen-3_fintech&cyber_041124,2024-11-05,Drive_Innovation_Static_021124,120214056043080494,862.72,15441.0,43.0,0.0042095718999999995,5.0,facebook,Fintech+CS Tier1 Ad set-041124,1.2021405604311048e+17,False,False,False,False,172.544,20.06325581395349,Thursday,December,0.11627906976744186,30,facebook_december
2024-12-05,120214056043090494,mbatech_program_lead-gen-3_fintech&cyber_041124,2024-11-05,1.2_Cr_Static_021124,120214056043120494,3651.97,52206.0,106.0,0.0032754856,16.0,facebook,Fintech+CS Tier1 Ad set-041124,1.2021405604311048e+17,True,True,False,True,228.248125,34.45254716981132,Thursday,December,0.1509433962264151,30,facebook_december
2024-12-05,120214054895520494,mbatech_program_lead-gen-2_analytics&product_041124,2024-11-05,1.2_Cr_Static_021124,120214055088100494,748.98,21893.0,49.0,0.0037911661000000004,3.0,facebook,Analytics+Product All India Ad set-041124,1.2021405508809048e+17,False,False,False,False,249.66,15.28530612244898,Thursday,December,0.061224489795918366,30,facebook_december
2024-12-05,120214054895520494,mbatech_program_lead-gen-2_analytics&product_041124,2024-11-05,India's_First_Tech_MBA_Static_021124,120214055088110494,4693.79,120239.0,434.0,0.0045409559,20.0,facebook,Analytics+Product All India Ad set-041124,1.2021405508809048e+17,True,True,True,True,234.6895,10.815184331797235,Thursday,December,0.04608294930875576,30,facebook_december
2024-12-05,120214054895520494,mbatech_program_lead-gen-2_analytics&product_041124,2024-11-05,1.2_Cr_Static_021124,120214054895510494,5907.25,100918.0,232.0,0.0040825224,18.0,facebook,Analytics+Product Tier1 Ad set-041124,1.2021405489550048e+17,True,True,True,True,328.18055555555554,25.46228448275862,Thursday,December,0.07758620689655173,30,facebook_december
2024-12-05,120214054895520494,mbatech_program_lead-gen-2_analytics&product_041124,2024-11-05,Drive_Innovation_Static_021124,120214054895530494,255.64,4087.0,8.0,0.0031808172,1.0,facebook,Analytics+Product Tier1 Ad set-041124,1.2021405489550048e+17,False,False,False,False,255.64,31.955,Thursday,December,0.125,30,facebook_december
2024-12-05,120214054895520494,mbatech_program_lead-gen-2_analytics&product_041124,2024-11-05,India's_First_Tech_MBA_Static_021124,120214054895540494,485.9,7411.0,23.0,0.007016597,1.0,facebook,Analytics+Product Tier1 Ad set-041124,1.2021405489550048e+17,False,False,False,False,485.9,21.12608695652174,Thursday,December,0.043478260869565216,30,facebook_december
2024-12-05,120214569342010494,mba_tech_c2_lead_gen-6_6pm-12am-251124,2024-11-25,1.2_Cr_Static_021124,120214569342060494,2651.62,90284.0,165.0,0.0043197023000000005,10.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_251124,1.2021456934204048e+17,True,True,True,False,265.162,16.07042424242424,Thursday,December,0.06060606060606061,10,facebook_december
2024-12-05,21912416392,mba-tech_search_lead_gen-1_141124,2024-11-14,MBA-TECH_Search_Lead_Gen-1_141124,721322546607,3375.57,0.0,434.0,0.0761,8.0,googleads,Generic Keywords,170345000000.0,True,False,True,False,421.94625,7.777811059907834,Thursday,December,0.018433179723502304,21,googleads_december
2024-12-05,120213684332230229,mba_tech_c-2_lead_gen-4_191124,2024-11-19,Drive_Innovation_Static_240924,120213684614290229,27.85,479.0,3.0,0.0083507307,0.0,facebook,IIM_Interest_191124,1.2021368433225022e+17,False,False,False,False,0.0,9.283333333333333,Thursday,December,0.0,16,facebook_december
2024-12-05,120213684332230229,mba_tech_c-2_lead_gen-4_191124,2024-11-19,India's_First_Tech_MBA_Static_200924,120213684636680229,139.39,1465.0,7.0,0.0061433447,0.0,facebook,IIM_Interest_191124,1.2021368433225022e+17,False,False,False,False,0.0,19.912857142857142,Thursday,December,0.0,16,facebook_december
2024-12-05,120213684332230229,mba_tech_c-2_lead_gen-4_191124,2024-11-19,1.2_Cr_Static_200924,120213684698940229,182.74,2085.0,11.0,0.006235012,0.0,facebook,IIM_Interest_191124,1.2021368433225022e+17,False,False,False,False,0.0,16.612727272727273,Thursday,December,0.0,16,facebook_december
2024-12-05,120214278850260494,mba_tech_c2_lead_gen-4_141124,2024-11-14,India's_First_Tech_MBA_Static_021124,120214279211630494,415.25,6940.0,16.0,0.004610950999999999,0.0,facebook,Lookalike_Hot_Warm_Token_141124,1.2021427885079048e+17,False,False,False,False,0.0,25.953125,Thursday,December,0.0,21,facebook_december
2024-12-05,120214215049200494,mba_tech_c2_wc-1_111124,2024-11-12,Drive_Innovation_Static_021124,120214215289500494,155.49,203.0,12.0,0.078817734,0.0,facebook,Open_Targetting,1.2021421504932048e+17,False,False,False,False,0.0,12.957500000000001,Thursday,December,0.0,23,facebook_december
2024-12-05,120214056043090494,mbatech_program_lead-gen-3_fintech&cyber_041124,2024-11-05,Drive_Innovation_Static_021124,120214056043100494,367.61,10080.0,23.0,0.0041666667,0.0,facebook,Fintech+CS All India Ad set-041124,1.2021405604306048e+17,False,False,False,False,0.0,15.98304347826087,Thursday,December,0.0,30,facebook_december
2024-12-05,120214054895520494,mbatech_program_lead-gen-2_analytics&product_041124,2024-11-05,Drive_Innovation_Static_021124,120214055088080494,63.19,1821.0,8.0,0.0054914882,0.0,facebook,Analytics+Product All India Ad set-041124,1.2021405508809048e+17,False,False,False,False,0.0,7.89875,Thursday,December,0.0,30,facebook_december
2024-12-08,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,India's_First_Tech_MBA_Static_200924,120212409290100229,3526.13,35543.0,147.0,0.0053456377,12.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,True,True,True,True,293.8441666666667,23.987278911564626,Sunday,December,0.08163265306122448,73,facebook_december
2024-12-08,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,1.2_Cr_Static_200924,120212285781150229,10965.55,81016.0,252.0,0.0047891774,48.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,True,True,True,True,228.4489583333333,43.514087301587296,Sunday,December,0.19047619047619047,78,facebook_december
2024-12-08,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Any_Function_Any_Field_Static_200924,120212285633300229,557.94,4260.0,15.0,0.005164319200000001,2.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,278.97,37.196000000000005,Sunday,December,0.13333333333333333,78,facebook_december
2024-12-08,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,India's_First_Tech_MBA_Static_200924,120212285739390229,3364.45,20295.0,115.0,0.0070460705,7.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,True,False,True,False,480.63571428571424,29.256086956521738,Sunday,December,0.06086956521739131,78,facebook_december
2024-12-08,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,1.2_Cr_Static_200924,120212409341690229,5875.15,44680.0,144.0,0.0048343778,13.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,True,True,True,True,451.93461538461537,40.79965277777777,Sunday,December,0.09027777777777778,73,facebook_december
2024-12-08,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Regula_VS_Tech_Static_240924,120212409196250229,3976.65,38007.0,94.0,0.0049464572000000005,9.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,True,True,False,False,441.85,42.30478723404256,Sunday,December,0.09574468085106383,73,facebook_december
2024-12-08,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Drive_Innovation_Static_240924,120212409232300229,234.66,2789.0,13.0,0.007529580500000001,2.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,117.33,18.05076923076923,Sunday,December,0.15384615384615385,73,facebook_december
2024-12-08,120213684332230229,mba_tech_c-2_lead_gen-4_191124,2024-11-19,Any_Function_Any_Field_Static_200924,120213684749620229,1183.9,17163.0,62.0,0.0046611898,1.0,facebook,IIM_Interest_191124,1.2021368433225022e+17,False,False,False,False,1183.9,19.095161290322583,Sunday,December,0.016129032258064516,19,facebook_december
2024-12-07,120213684332230229,mba_tech_c-2_lead_gen-4_191124,2024-11-19,Regula_VS_Tech_Static_240924,120213684332260229,456.87,4435.0,19.0,0.0108229989,8.0,facebook,IIM_Interest_191124,1.2021368433225022e+17,False,False,False,False,57.10875,24.04578947368421,Saturday,December,0.42105263157894735,18,facebook_december
2024-12-07,120213684332230229,mba_tech_c-2_lead_gen-4_191124,2024-11-19,1.2_Cr_Static_200924,120213684698940229,548.27,4981.0,25.0,0.0064244128,2.0,facebook,IIM_Interest_191124,1.2021368433225022e+17,False,False,False,False,274.135,21.930799999999998,Saturday,December,0.08,18,facebook_december
2024-12-07,120213684332230229,mba_tech_c-2_lead_gen-4_191124,2024-11-19,India's_First_Tech_MBA_Static_200924,120213684636680229,227.89,801.0,6.0,0.013732834000000001,1.0,facebook,IIM_Interest_191124,1.2021368433225022e+17,False,False,False,False,227.89,37.98166666666666,Saturday,December,0.16666666666666666,18,facebook_december
2024-12-07,120213684332230229,mba_tech_c-2_lead_gen-4_191124,2024-11-19,Any_Function_Any_Field_Static_200924,120213684749620229,1381.17,16402.0,48.0,0.0043897086,3.0,facebook,IIM_Interest_191124,1.2021368433225022e+17,False,False,False,False,460.39000000000004,28.774375000000003,Saturday,December,0.0625,18,facebook_december
2024-12-07,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Regula_VS_Tech_Static_240924,120212409196250229,3589.46,26298.0,82.0,0.0060460871999999995,12.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,True,True,False,True,299.12166666666667,43.77390243902439,Saturday,December,0.14634146341463414,72,facebook_december
2024-12-07,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,1.2_Cr_Static_200924,120212409341690229,5731.27,44372.0,153.0,0.0047101776000000005,12.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,True,True,True,True,477.60583333333335,37.45928104575164,Saturday,December,0.0784313725490196,72,facebook_december
2024-12-07,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,India's_First_Tech_MBA_Static_200924,120212285739390229,3074.2,17338.0,78.0,0.0061714154,10.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,True,False,False,False,307.41999999999996,39.41282051282051,Saturday,December,0.1282051282051282,77,facebook_december
2024-12-07,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Any_Function_Any_Field_Static_200924,120212285633300229,502.12,3557.0,10.0,0.006747258900000001,4.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,125.53,50.212,Saturday,December,0.4,77,facebook_december
2024-12-07,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,1.2_Cr_Static_200924,120212285781150229,8498.61,62398.0,178.0,0.0045995064,28.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,True,True,True,True,303.5217857142857,47.745000000000005,Saturday,December,0.15730337078651685,77,facebook_december
2024-12-07,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,India's_First_Tech_MBA_Static_200924,120212409290100229,1612.32,14577.0,44.0,0.0042532757,5.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,322.464,36.64363636363636,Saturday,December,0.11363636363636363,72,facebook_december
2024-12-06,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Any_Function_Any_Field_Static_200924,120212285633300229,370.38,3431.0,12.0,0.0055377441,1.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,370.38,30.865,Friday,December,0.08333333333333333,76,facebook_december
2024-12-06,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,India's_First_Tech_MBA_Static_200924,120212409290100229,2062.66,11581.0,52.0,0.006303428,3.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,687.5533333333333,39.66653846153846,Friday,December,0.057692307692307696,71,facebook_december
2024-12-08,356679996,mbatech_c2_leadgen-4_061224,2024-12-06,Regula_VS_Tech_Static-7_240924,578262146,65.17,277.0,4.0,0.0144,0.0,linkedin,,,False,False,False,False,0.0,16.2925,Sunday,December,0.0,2,linkedin_december
2024-12-14,340811576,mbatech_c2_leadgen-1_240924,2024-09-24,Any_Function_Any_Field_Static-2_240924,524459176,86.71,405.0,2.0,0.0049,0.0,linkedin,,,False,False,False,False,0.0,43.355,Saturday,December,0.0,81,linkedin_december
2024-12-15,340811576,mbatech_c2_leadgen-1_240924,2024-09-24,Any_Function_Any_Field_Static-2_240924,524459176,84.02,355.0,1.0,0.0028000000000000004,0.0,linkedin,,,False,False,False,False,0.0,84.02,Sunday,December,0.0,82,linkedin_december
2024-12-13,340811576,mbatech_c2_leadgen-1_240924,2024-09-24,Regula_VS_Tech_Static-7_240924,524487256,0.0,20467.0,86.0,0.0042,7.0,linkedin,,,False,False,False,False,0.0,0.0,Friday,December,0.08139534883720931,80,linkedin_december
2024-12-14,340811576,mbatech_c2_leadgen-1_240924,2024-09-24,Regula_VS_Tech_Static-7_240924,524487256,0.0,19114.0,69.0,0.0036,3.0,linkedin,,,False,False,False,False,0.0,0.0,Saturday,December,0.043478260869565216,81,linkedin_december
2024-12-15,340811576,mbatech_c2_leadgen-1_240924,2024-09-24,Regula_VS_Tech_Static-7_240924,524487256,0.0,18625.0,68.0,0.0037,1.0,linkedin,,,False,False,False,False,0.0,0.0,Sunday,December,0.014705882352941176,82,linkedin_december
2024-12-13,340811576,mbatech_c2_leadgen-1_240924,2024-09-24,1.2_Cr_Static-5_240924,524514516,0.0,4184.0,28.0,0.0067,4.0,linkedin,,,False,False,False,False,0.0,0.0,Friday,December,0.14285714285714285,80,linkedin_december
2024-12-14,340811576,mbatech_c2_leadgen-1_240924,2024-09-24,1.2_Cr_Static-5_240924,524514516,0.0,5146.0,32.0,0.0062,1.0,linkedin,,,False,False,False,False,0.0,0.0,Saturday,December,0.03125,81,linkedin_december
2024-12-15,340811576,mbatech_c2_leadgen-1_240924,2024-09-24,1.2_Cr_Static-5_240924,524514516,0.0,5279.0,24.0,0.0046,0.0,linkedin,,,False,False,False,False,0.0,0.0,Sunday,December,0.0,82,linkedin_december
2024-12-06,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,India's_First_Tech_MBA_Static_200924,120212285739390229,3707.82,24357.0,111.0,0.006240505800000001,10.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,True,False,False,False,370.78200000000004,33.40378378378379,Friday,December,0.09009009009009009,76,facebook_december
2024-12-06,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,1.2_Cr_Static_200924,120212409341690229,6889.65,66856.0,188.0,0.0042329783,11.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,True,True,True,True,626.3318181818181,36.6470744680851,Friday,December,0.05851063829787234,71,facebook_december
2024-12-06,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Regula_VS_Tech_Static_240924,120212409196250229,1231.26,10617.0,32.0,0.0053687482,3.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,410.42,38.476875,Friday,December,0.09375,71,facebook_december
2024-12-06,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Drive_Innovation_Static_240924,120212409232300229,513.2,5503.0,12.0,0.0032709431,1.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,513.2,42.76666666666667,Friday,December,0.08333333333333333,71,facebook_december
2024-12-06,120213684332230229,mba_tech_c-2_lead_gen-4_191124,2024-11-19,Any_Function_Any_Field_Static_200924,120213684749620229,1703.38,27595.0,105.0,0.0054357673,6.0,facebook,IIM_Interest_191124,1.2021368433225022e+17,False,True,False,False,283.8966666666667,16.22266666666667,Friday,December,0.05714285714285714,17,facebook_december
2024-12-06,120213684332230229,mba_tech_c-2_lead_gen-4_191124,2024-11-19,1.2_Cr_Static_200924,120213684698940229,836.16,3337.0,9.0,0.0050943962,5.0,facebook,IIM_Interest_191124,1.2021368433225022e+17,False,False,False,False,167.232,92.90666666666667,Friday,December,0.5555555555555556,17,facebook_december
2024-12-06,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,1.2_Cr_Static_200924,120212285781150229,6985.62,57099.0,173.0,0.004798683000000001,30.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,True,True,True,True,232.85399999999998,40.379306358381506,Friday,December,0.17341040462427745,76,facebook_december
2024-12-08,120214569342010494,mba_tech_c2_lead_gen-6_6pm-12am-251124,2024-11-25,1.2_Cr_Static_021124,120214569342060494,2499.22,63400.0,112.0,0.0032807571,6.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_251124,1.2021456934204048e+17,True,True,False,False,416.53666666666663,22.314464285714283,Sunday,December,0.05357142857142857,13,facebook_december
2024-12-08,120214056043090494,mbatech_program_lead-gen-3_fintech&cyber_041124,2024-11-05,India's_First_Tech_MBA_Static_021124,120214056043070494,3038.69,45666.0,182.0,0.00538694,12.0,facebook,Fintech+CS Tier1 Ad set-041124,1.2021405604311048e+17,True,True,True,True,253.22416666666666,16.696098901098903,Sunday,December,0.06593406593406594,33,facebook_december
2024-12-08,120214004940180494,mba_tech_c2_lead_gen-1_021124,2024-11-04,1.2_Cr_Static_021124,120214005200610494,3990.67,45801.0,102.0,0.0037772101,9.0,facebook,Prod+ana+fin_Top_token_cities_021124,1.2021400494022048e+17,True,True,False,False,443.40777777777777,39.12421568627451,Sunday,December,0.08823529411764706,34,facebook_december
2024-12-08,120214054895520494,mbatech_program_lead-gen-2_analytics&product_041124,2024-11-05,India's_First_Tech_MBA_Static_021124,120214054895540494,1229.14,12651.0,46.0,0.0075883329,5.0,facebook,Analytics+Product Tier1 Ad set-041124,1.2021405489550048e+17,False,False,False,False,245.82800000000003,26.7204347826087,Sunday,December,0.10869565217391304,33,facebook_december
2025-01-08,120214395107920494,mba_tech_c2_lead_gen-5_191124,2024-11-19,MBA_CAT_Static-2_201224,120215294233820494,657.1,6620.0,18.0,0.0043806647,3.0,facebook,IIM_Interest_191124,1.2021439511348048e+17,False,False,False,False,219.03333333333333,36.50555555555556,Wednesday,January,0.16666666666666666,50,facebook_january
2024-12-08,120214054895520494,mbatech_program_lead-gen-2_analytics&product_041124,2024-11-05,1.2_Cr_Static_021124,120214054895510494,7691.03,84790.0,203.0,0.0040452884,23.0,facebook,Analytics+Product Tier1 Ad set-041124,1.2021405489550048e+17,True,True,True,True,334.39260869565214,37.88684729064039,Sunday,December,0.11330049261083744,33,facebook_december
2024-12-08,120214054895520494,mbatech_program_lead-gen-2_analytics&product_041124,2024-11-05,1.2_Cr_Static_021124,120214055088100494,1750.68,34806.0,72.0,0.0035913348,7.0,facebook,Analytics+Product All India Ad set-041124,1.2021405508809048e+17,False,True,False,False,250.09714285714287,24.315,Sunday,December,0.09722222222222222,33,facebook_december
2024-12-08,120214056043090494,mbatech_program_lead-gen-3_fintech&cyber_041124,2024-11-05,1.2_Cr_Static_021124,120214056043120494,5255.56,56193.0,112.0,0.0033100207999999997,19.0,facebook,Fintech+CS Tier1 Ad set-041124,1.2021405604311048e+17,True,True,False,True,276.6084210526316,46.924642857142864,Sunday,December,0.16964285714285715,33,facebook_december
2024-12-08,120214056043090494,mbatech_program_lead-gen-3_fintech&cyber_041124,2024-11-05,Drive_Innovation_Static_021124,120214056043080494,923.79,11895.0,20.0,0.0031946196,2.0,facebook,Fintech+CS Tier1 Ad set-041124,1.2021405604311048e+17,False,False,False,False,461.895,46.189499999999995,Sunday,December,0.1,33,facebook_december
2024-12-08,120214054895520494,mbatech_program_lead-gen-2_analytics&product_041124,2024-11-05,India's_First_Tech_MBA_Static_021124,120214055088110494,5570.17,106282.0,387.0,0.0046856476000000005,21.0,facebook,Analytics+Product All India Ad set-041124,1.2021405508809048e+17,True,True,True,True,265.24619047619046,14.393204134366925,Sunday,December,0.05426356589147287,33,facebook_december
2024-12-08,120214056043090494,mbatech_program_lead-gen-3_fintech&cyber_041124,2024-11-05,1.2_Cr_Static_021124,120214056043140494,4320.59,70700.0,152.0,0.0035360679000000002,16.0,facebook,Fintech+CS All India Ad set-041124,1.2021405604306048e+17,True,True,True,True,270.036875,28.424934210526317,Sunday,December,0.10526315789473684,33,facebook_december
2024-12-08,120214278850260494,mba_tech_c2_lead_gen-4_141124,2024-11-14,India's_First_Tech_MBA_Static_021124,120214279211630494,261.98,2762.0,10.0,0.0065170167,2.0,facebook,Lookalike_Hot_Warm_Token_141124,1.2021427885079048e+17,False,False,False,False,130.99,26.198,Sunday,December,0.2,24,facebook_december
2024-12-08,120214056043090494,mbatech_program_lead-gen-3_fintech&cyber_041124,2024-11-05,India's_First_Tech_MBA_Static_021124,120214056043130494,2787.38,57544.0,236.0,0.0051960239,8.0,facebook,Fintech+CS All India Ad set-041124,1.2021405604306048e+17,True,True,True,False,348.4225,11.81093220338983,Sunday,December,0.03389830508474576,33,facebook_december
2024-12-08,120214395107920494,mba_tech_c2_lead_gen-5_191124,2024-11-19,Regula_VS_Tech_Static_191124,120214395117970494,662.42,6946.0,23.0,0.0066225166,3.0,facebook,IIM_Interest_191124,1.2021439511348048e+17,False,False,False,False,220.80666666666664,28.80086956521739,Sunday,December,0.13043478260869565,19,facebook_december
2024-12-08,120214395107920494,mba_tech_c2_lead_gen-5_191124,2024-11-19,India's_First_Tech_MBA_Static_021124,120214397114260494,1093.13,17496.0,53.0,0.0044581619,3.0,facebook,IIM_Interest_191124,1.2021439511348048e+17,False,False,False,False,364.3766666666667,20.625094339622642,Sunday,December,0.05660377358490566,19,facebook_december
2024-12-08,120214395107920494,mba_tech_c2_lead_gen-5_191124,2024-11-19,1.2_Cr_Static_021124,120214397143800494,419.1,4957.0,12.0,0.0086746016,3.0,facebook,IIM_Interest_191124,1.2021439511348048e+17,False,False,False,False,139.70000000000002,34.925000000000004,Sunday,December,0.25,19,facebook_december
2024-12-08,120214569342010494,mba_tech_c2_lead_gen-6_6pm-12am-251124,2024-11-25,India's_First_Tech_MBA_Static_021124,120214569342030494,1704.41,35724.0,108.0,0.0047307132,12.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_251124,1.2021456934204048e+17,False,True,False,True,142.03416666666666,15.781574074074074,Sunday,December,0.1111111111111111,13,facebook_december
2024-12-08,120214278850260494,mba_tech_c2_lead_gen-4_141124,2024-11-14,1.2_Cr_Static_021124,120214279274490494,2491.29,26377.0,61.0,0.0043219472,9.0,facebook,Lookalike_Hot_Warm_Token_141124,1.2021427885079048e+17,True,True,False,False,276.81,40.84081967213115,Sunday,December,0.14754098360655737,24,facebook_december
